id,name,ibu,ibu_category,ibu_category_nbr,srm,srm_category,srm_category_nbr,abv,abv_category,abv_category_nbr,ebc,attenuation_level,attenuation_category,attenuation_category_nbr,description,image_url,ph,tagline,brewers_tips,outcome,malts_name,amount.unit_x,hops_name,hops_add,hops_attribute,amount.unit_y,food_pairing
279,Slot Machine,50.0,IBU High,3,25.0,Ruby Brown,10,5.2,ABV Low,1,50.0,78.0,Atten Medium,2,"Our Q4 Seasonal is a red rye IPA. This twist on an American IPA involves a more complex malt base, with the careful addition of rye - a grain known for its trickiness when brewing with anything above a tiny percentage.",,4.3,Red Rye IPA.,"Rye can cause run off problems. Try to reach a temperature of 78 degrees Celsius if possible, and sparge at the same temperature.",IBU High Ruby Brown ABV Low Atten Medium,"Pale Ale,Rye,Medium Crystal,Carafa Special Malt Type 3","kilograms,kilograms,kilograms,kilograms","Magnum,Amarillo,Mandarina Bavaria,Amarillo,Hallertauer Blanc,Mandarina Bavaria,Amarillo,Hallertauer Blanc","70,10,0,0,0,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Barbeque and Mustard Beef on Rye Bread,Gooseberry and Plum Compote,Mature Wensleydale"
280,Make Earth Great Again,35.0,IBU Medium,2,5.0,Pale Gold,3,7.5,ABV Low,1,9.0,94.0,Atten High,3,"In protest against the potential withdrawal of the USA from the Paris agreement, we brewed a saison (which ferments at high temperatures) with melted ice caps (glacier water) and cloudberries (an Arctic berry).",,4.6,Cloudberry Saison.,So your homebrew shop of choice may not stock all the ingredients here! You can buy cloudberry jam and add that instead. The pectin in the jam is not ideal and will form a haze but that can be forgiven in a saison.,IBU Medium Pale Gold ABV Low Atten High,"Pilsner,Dextrose,White Wheat,Torrified Wheat","kilograms,kilograms,kilograms,kilograms","Amarillo,Amarillo,Mandarina Bavaria,Amarillo,Mandarina Bavaria,Cloudberries","70,15,15,0,0,Flame Out","Bitter,Flavour,Flavour,Aroma,Aroma,Flavour","grams,grams,grams,grams,grams,grams","Oysters With a Chilli And Dill Sauce,Raspberry Souffle"
281,Homicidal Puppet Help Desk,132.0,IBU High,3,23.0,Brown,9,11.5,ABV Medium,2,45.0,81.0,Atten Medium,2,"Indulgent, complex, and endlessly rewarding; packed with flavours of toffee, coconut, red berry, burnt sugar, marzipan, orange, cherry - American oak adds structure and depth to this chewy and warming barley wine brewed with rye and aged in rye whiskey cask.",,4.1,Barrel-Aged Rye Barley Wine.,"Be careful with brown malt. If you put too much in, it can very easily turn a fantastic tasting beer into a beer that tastes like someone has poured a pint into an ash tray, swirled it around and put it back into your pint.",IBU High Brown ABV Medium Atten Medium,"Pale Ale,Rye,Brown","kilograms,kilograms,kilograms","Magnum,Galena,American Oak Chips Heavy Toast Soaked in Bourbon","70,15,Wood Ageing","Bittering,Flavour,Flavour","grams,grams,grams","Stilton and Walnut Welsh Rarebit.,Cherry Chocolate Cake With Chocolate Whipped Mousse,Simnel Cake"
282,Pina Colada Sidewalk,10.0,IBU Low,1,7.0,Deep Gold,4,5.2,ABV Low,1,15.0,85.0,Atten High,3,"After the success of the first version of Sidewalk Shark (a BrewDog bar exclusive), we decided to brew a second version, this time infused with tropical flavours of pineapple, coconut and lime.",https://images.punkapi.com/v2/keg.png,3.8,Pineapple & Coconut Gose.,Be careful with your salt additions. A very light saltiness aids the refreshing character. It should not overpower or drive you to seek another different beer to refresh your palate.,IBU Low Deep Gold ABV Low Atten High,"Pilsner,Torrified Wheat,Acidulated Malt,Rye,Flaked Oats","kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,Mosaic,Amarillo,Lemon Peel,Coriander Seed,Coconut Extract,Pineapple Juice","60,0,0,Flame Out,Flame Out,Dry Hop,Dry Hop","Bittering,Aroma,Aroma,Flavour,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams,grams,grams","White Chocolate and Pistachio Cheesecake,Baked Tilapia With Lemon and Cream Sauce,Vegan Mac and ‘Cheese’"
283,AB:24,50.0,IBU High,3,112.0,Black,12,11.5,ABV Medium,2,220.0,83.0,Atten High,3,"Our latest concept beer, AB:24 is a huge Baltic Porter, brewed with coffee and muscovado sugar.",,4.4,Coffee & Brown Sugar Baltic Porter.,Do not substitute the muscovado sugar with white sugar. It lacks the molasses (black treacle) component that comes from only being partially refined.,IBU High Black ABV Medium Atten High,"Pale Ale,Munich,Double Roasted Crystal,Chocolate Wheat,Flaked Oats,Medium Crystal,Oat Husks","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,Galena,Centennial,Muscovado Sugar,Ground Coffee,Cold Brew Coffee","70,0,0,Kettle,Flame Out,FV Addition","Bitering,Aroma,Aroma,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams,ml","S’mores with smoked marshmallows,Braised rabbit stew,Espresso brownies with burnt sugar ice cream"
284,Hello My Name Is Helga,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the German market, this Hello My Name brew features a twist of flavour inspired by Germany.",,4.4,Cherry Double IPA.,"Morello Cherries are the go to cherry variety for this beer (and Krieks), the sour compliments the residual sweetness of the malt. Works well if you reduce your IBU to the 20 to 30 range too.",IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Citra,Chinook,Centennial,Simcoe","90,30,0,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams","Roast pork chops,Beef in port stew,Cherry frangipane tart"
285,Hello My Name Is Sari,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the Finnish market, this Hello My Name brew features a twist of flavour inspired by Finland.",,4.4,Bilberry Double IPA.,"Instead of adding the blueberry juice in the kettle. Add fresh blueberries to your secondary fermenter, pitch The Yeast Bay's Melange Sour Blend and wait for 1 year.",IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Blueberry Juice,Citra,Chinook,Simcoe,Centennial","90,30,0,Flame Out,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Steamed cod with ginger and spring onions,Blueberry muffins,Apple and blueberry pie"
286,Hello My Name Is Aune,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the Norwegian market, this Hello My Name brew features a twist of flavour inspired by Norway.",,4.4,Stawberry Double IPA.,"Strawberry is a very delicate flavour, so donâ€™t shy away with putting a lot more in when you dry hop.",IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Fresh Strawberries,Citra,Chinook,Simcoe,Centennial","90,30,0,Flame Out,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Spinach and feta salad,Balsamic-glazed salmon,Basil granita"
287,Hello My Name Is Marianne,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the French market, this Hello My Name brew features a twist of flavour inspired by France.",,4.4,Cassis Infused Double IPA.,Save yourself a lot of hassle and buy the blackcurrant as a concentrate or cordial. Ribena time!,IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Blackcurrant Concentrate,Citra,Chinook,Simcoe,Centennial","90,30,0,Flame Out,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Smoked venison stew,Sloe gin mixer,Black forest gateau"
288,Hello My Name Is Agnetha,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the Swedish market, this Hello My Name brew features a twist of flavour inspired by Sweden.",,4.4,Lingonberry Double IPA.,"Add the lingonberry juice either to the end of the boil or to the fermenter, depending on whether the juice has been pasteurised.",IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Lingonberry Juice,Citra,Chinook,Simcoe,Centennial","90,30,0,Flame Out,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Pork meatballs,Game pie,Grilled goat’s cheese"
289,Hello My Name Is Lieke,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the Dutch market, this Hello My Name brew features a twist of flavour inspired by the Netherlands.",,4.4,Orange Infused Double IPA.,"The Seville Orange is a bitter orange, so adjust your bittering hop addition down to account for the fact that there will be a contribution from them.",IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Seville Orange Juice,Citra,Chinook,Simcoe,Centennial","90,30,0,Flame Out,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Peking duck,Pork and coriander stew,Almond pound cake"
290,Hello My Name Is Niamh,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the Irish market, this Hello My Name brew features a twist of flavour inspired by Ireland.",,4.4,Elderflower Infused Double IPA.,"Save yourself a lot of hassle and buy the Elderflower as a concentrate or cordial. Collecting elderberries ranks low on the FPES (fruit picking enjoyment scale), can't imagine the flower picking is much better.",IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Elderflower Concentrate,Citra,Chinook,Simcoe,Centennial","90,30,0,Flame Out,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Grilled sea bass fillet,Sushi maki,Summer fruit pudding"
291,Hello My Name Is Sofia,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the Italian market, this Hello My Name brew features a twist of flavours inspired by Italy.",,4.4,Lemon Infused Double IPA.,Keep an eye on your pH as you are adding your lemon juice. Yeast can tolerate low pH conditions but the length of fermentation may take longer than normal.,IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Lemon Juice,Citra,Chinook,Simcoe,Centennial","90,30,0,Flame Out,Dry Hop,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Aroma,Flavour,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Deep-fried calamari,Paneer skewers with cardamom,Plum cobbler"
292,Hello My Name Is Maria,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,15.0,87.0,Atten High,3,"Brewed exclusively for the Spanish market, this Hello My Name brew features a twist of flavour inspired by Spain.",,4.4,Mandarin Infused Double IPA.,Using the mandarin in the mash means you can also throw in the peel to extract the essential oils from it. The pith can be quite bitter if it makes it into the boil.,IBU High Pale Amber ABV Low Atten High,"Pale Ale,Caramalt","kilograms,kilograms","Simcoe,Chinook,Simcoe,Citra,Chinook,Simcoe,Centennial,Mandarin Segements","90,30,0,Dry Hop,Dry Hop,Dry Hop,Dry Hop,Mash","Bittering,Flavour,Aroma,Aroma,Aroma,Aroma,Aroma,Flavour","grams,grams,grams,grams,grams,grams,grams,grams","Stir-fried chicken,Chocolate mousse,Orange polenta cake"
293,I Wanna Be Your Dog,55.0,IBU High,3,305.0,Black,12,12.0,ABV Medium,2,600.0,72.0,Atten Medium,2,"A collaboration with Omnipollo, known for their uncanny ability to repilcate dessert flavours in indulgent beers. This caramel and pecan flavoured imperial stout has been barrel aged for almost a year in whisky casks, to add an extra level of depth to the pecan mud pie concept.",,4.1,Omnipollo X BrewDog - Barrel Aged Imperial Stout.,Donâ€™t be too quick to rack the beer off the yeast once your final gravity is reached. The stressed yeast will be absorbing a number of undesirable fermentation by-products such as acetaldehyde and diacetyl. Give them a minimum of 10 days at fermentation temperature to do this before cooling it down.,IBU High Black ABV Medium Atten Medium,"Extra Pale,Caramalt,Chocolate,Flaked Oats,Extra Dark Crystal,Brown,Dextrin Malt,Double Roasted Crystal,Amber","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,American Oak Chips Medium Toast soaked in Speyside Whisky,American Oak Chips Heavy Toast soaked in Speyside Whisky","70,Wood Ageing,Wood Ageing","Bittering,Flavour,Flavour","grams,grams,grams","Pecan muffins with chocolate ganache,Salted caramels,Hazelnut truffles"
294,Opaque Jake,20.0,IBU Low,1,10.0,Medium Amber,6,7.2,ABV Low,1,20.0,86.0,Atten High,3,"Our first single-hop Vermont IPA; all the flavour in this beer comes from a combination of Citra's naturally complex flavour profile, the yeast-produced esters, and the biotransformation of the hop oils by its contact with the yeast.",https://images.punkapi.com/v2/keg.png,4.4,Vermont IPA.,Pectin powder can easily be sourced and is an easy alternative for a homebrewer to produce murky beer if you donâ€™t have access to a low flocculating yeast.,IBU Low Medium Amber ABV Low Atten High,"Pale Ale,Flaked Oats,Wheat","kilograms,kilograms,kilograms","Citra,Citra,Citra","70,0,Dry Hop","Bittering,Aroma,Aroma","grams,grams,grams","Steak,Chicken korma,Lobster salad"
295,Choco Libre,25.0,IBU Medium,2,96.0,Black,12,9.0,ABV Medium,2,190.0,77.0,Atten Medium,2,"This one-off brew showcases the flavours of a Mexican spiced hot chocolate, infused with an imperial stout.",,4.2,Mexican Hot Chocolate Imperial Stout.,"Add virgin white oak chips soaked in a Reposado Tequila to give it a ""South of the Wall"" kick.",IBU Medium Black ABV Medium Atten Medium,"Pale Ale,Medium Crystal,Munich,Flaked Oats,Brown,Chocolate Wheat,Carafa Special Malt Type 1","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Galena,Cinnamon Powder,Cocoa Nibs,Vanilla Extract,Ground Coffee,Habenero Powder","70,Flame Out,Flame Out,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Flavour,Flavour,Flavour,Flavour","grams,grams,grams,grams,grams,grams","Habanero pulled pork,Gouda cheese,Dark chocolate and coffee torte"
296,Off-Duty Alien,50.0,IBU High,3,10.0,Medium Amber,6,6.5,ABV Low,1,20.0,83.0,Atten High,3,"Off-Duty Alien is a citrus IPA, brewed with blood orange and grapefruit to enhance the citurs characteristics of the hops.",https://images.punkapi.com/v2/keg.png,4.4,Citrus IPA,Adding the orange and grapefruit peels to the mash gently extracts the essential oils from the peel but leaves the bitter pith behind in the spent grain.,IBU High Medium Amber ABV Low Atten High,"Pale Ale,Caramalt,Bitter Orange,Sweet Orange Peel,Grapefruit Peel","kilograms,kilograms,grams,grams,grams","Magnum,Simcoe,Amarillo,Simcoe,Amarillo,Citra,Mosaic,Simcoe,Amarillo,Citra","70,10,10,0,0,0,10,Dry Hop,Dry Hop,Dry Hop","Bittering,Flavour,Flavour,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Roasted halibut with grapefruit salsa,Butternut squash bisque,+80% Dark chocolate"
297,East Of Vermont,15.0,IBU Low,1,10.0,Medium Amber,6,7.8,ABV Low,1,20.0,77.0,Atten Medium,2,A Vermont IPA with fruit and milk sugars added - recreating fruity milkshake character in an IPA.,https://images.punkapi.com/v2/keg.png,4.4,Mango & Peach Milkshake Vermont IPA.,"If you use mango pulp, extend the time that you whirlpool to let it settle out. Trying to clean mango pulp out of your heat exchanger or cooling coil is not a fun ending to a brewday.",IBU Low Medium Amber ABV Low Atten Medium,"Pale Ale,Wheat,Flaked Oats","kilograms,kilograms,kilograms","Mosaic,Citra,Peach Concentrate,Mango Concentrate,Milk Sugars","0,0,Flame Out,Flame Out,Kettle","Aroma,Aroma,Aroma,Aroma,Flavour","grams,grams,grams,grams,grams","Thai sweet potato and carrot soup,Carrot cake,Peaches and cream"
298,Declassified Demi-God,70.0,IBU High,3,46.0,Black,12,14.1,ABV Medium,2,90.0,84.0,Atten High,3,"An exclusive barrel-aged blend, brought together to reward investors on Equity for Punks USA; two imperial stouts aged in grain whisky barrels for over a year.",,4.1,Barrel-Aged Imperial Milk Stout.,"The lactose kettle addition is unfermentable by yeast. Target a pre-boil OG of between 90 and 100, then use the lactose to increase it to the target OG.",IBU High Black ABV Medium Atten High,"Extra Pale,Flaked Oats,Chocolate,Roasted Barley,Caramalt,Smoked Malt,Dark Crystal","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Nelson Sauvin,Columbus,Sorachi Ace,Centennial,Nelson Sauvin,Sorachi Ace,Centennial,Nelson Sauvin","60,60,10,10,10,Flame Out,Flame Out,Flame Out","Bittering,Bittering,Flavour,Flavour,Flavour,Aroma,Aroma,Aroma","grams,grams,grams,grams,grams,grams,grams,grams","Mole Mexican chilli beef,BBQ pit beans,Chocolate ganache"
